@SRR7638291.5	35	 0.9
@SRR7638291.7	6909	 0.917
@SRR7638291.14	565663	 1
@SRR7638291.14	 1134802	 1
@SRR7638291.23	456482	 0.952
@SRR7638291.23	 1256574	 0.905
@SRR7638291.26	1150469	 0.8
@SRR7638291.27	1256574	 0.8
@SRR7638291.31	1370023	 0.8
